customer_id,trans_date,tran_amount
CS5618,27-Jun-13,71
CS3852,03-Oct-14,62
CS5982,20-Aug-11,98
CS2704,21-Jul-13,93
CS5270,10-Aug-14,84
CS3326,17-Aug-13,59
CS5439,26-Feb-13,96
CS4642,07-May-13,55
CS1558,02-Oct-13,86
CS4842,23-Dec-11,64
CS4313,01-Jul-12,96
CS2781,19-Feb-15,92
CS3647,06-Jan-14,64
CS1422,17-Aug-12,94
CS2275,28-Jul-14,77
CS1113,30-Mar-12,86
CS4740,16-Nov-13,91
CS1777,23-Dec-11,68
CS4503,04-May-12,62
CS2835,13-May-12,97
CS1835,27-Nov-11,94
CS4566,20-Feb-12,72
CS5251,28-Feb-15,97
CS5216,28-Jul-13,87
CS2015,09-Jan-12,40
CS5078,11-Jul-14,54
CS1393,16-Jul-11,89
CS3963,22-Sep-13,95
CS4979,07-Feb-13,76
CS4146,25-Jun-12,63
CS2198,03-Jan-14,66
CS4271,14-Jan-14,35
CS1812,31-Jan-12,71
CS3101,25-Apr-13,95
CS5853,31-Aug-12,82
CS3976,21-Oct-12,92
CS2149,06-Jan-15,66
CS4569,19-May-14,45
CS4398,27-Jan-14,64
CS1504,29-Aug-12,50
CS4968,21-May-11,82
CS2650,12-May-12,97
CS1734,07-Aug-13,47
CS3328,30-May-12,70
CS3480,22-Jul-11,103
CS2063,30-Jun-14,95
CS4934,18-Mar-14,78
CS5714,09-Apr-13,40
CS4942,29-Apr-14,101
CS2095,06-Sep-11,89
CS1996,18-Oct-13,52
CS2853,28-Sep-14,41
CS3981,02-Apr-14,91
CS1122,05-Jun-12,68
CS3822,31-May-12,96
CS1157,02-Jan-13,90
CS1878,01-Jan-14,49
CS1929,19-Nov-14,81
CS4947,26-May-11,80
CS4268,09-May-12,44
CS3060,16-Nov-12,61
CS2387,22-Oct-12,49
CS1736,24-Nov-13,60
CS3727,25-Jun-13,97
CS4846,29-Jun-11,47
CS5388,20-Aug-11,62
CS1665,16-Mar-14,104
CS5921,18-Jun-13,62
CS2221,27-Jun-14,53
CS2188,19-Apr-14,104
CS3203,03-Aug-14,85
CS5098,20-Apr-12,48
CS3078,20-Jul-12,81
CS4598,20-Nov-14,77
CS6103,26-Jun-13,101
CS2129,13-Aug-13,62
CS5292,24-Jan-13,41
CS2457,06-May-13,39
CS5214,20-Apr-13,88
CS1174,06-Feb-13,91
CS4132,26-Mar-12,48
CS4220,18-Apr-13,105
CS2753,04-Feb-13,76
CS5302,22-Jan-15,90
CS1463,09-Apr-14,72
CS1733,19-Mar-12,100
CS2991,16-Aug-14,68
CS5478,14-Aug-11,38
CS5058,09-Apr-14,48
CS2616,08-Mar-13,80
CS2488,14-Aug-13,74
CS4259,16-Jan-14,74
CS2877,31-Mar-14,100
CS3895,14-Oct-12,46
CS2895,19-Mar-14,67
CS5468,11-Jun-12,99
CS2040,07-Aug-11,49
CS5143,06-Dec-14,71
CS5477,28-Jun-11,78
CS3023,16-Apr-14,60
CS1564,21-Oct-13,100
CS5490,21-Oct-13,45
CS2251,20-Nov-14,53
CS4199,02-Jan-12,61
CS2602,16-Nov-12,48
CS4503,23-Aug-12,88
CS2223,27-Apr-12,51
CS5166,29-Dec-13,72
CS5742,20-Nov-13,89
CS2301,29-Jan-12,74
CS4386,16-Jul-11,49
CS3327,09-Oct-13,82
CS1612,24-Oct-14,56
CS4129,18-Jul-13,93
CS1363,24-Nov-12,63
CS4320,27-Jan-13,51
CS5753,28-Jun-11,57
CS5629,07-Sep-13,100
CS2700,05-Jul-11,35
CS2243,11-Apr-14,43
CS3567,05-Nov-11,85
CS4169,07-Aug-13,86
CS4692,10-Jun-14,89
CS3516,06-Dec-12,63
CS1587,10-Oct-12,78
CS4329,07-Jan-14,92
CS2254,22-Oct-13,87
CS4670,28-Apr-13,94
CS4678,09-Jan-13,65
CS2927,01-Mar-15,49
CS5384,30-Sep-12,64
CS3646,12-Oct-11,67
CS5059,05-Jan-15,78
CS1821,19-Jul-12,63
CS6073,21-Nov-14,55
CS3792,02-Apr-14,104
CS4561,30-Jul-13,37
CS2350,18-Feb-14,56
CS2035,24-Feb-12,37
CS1727,18-Feb-14,67
CS2266,21-May-13,42
CS2910,05-Mar-15,45
CS4900,28-Feb-15,71
CS4768,27-May-14,52
CS2832,11-Aug-14,55
CS2201,12-Jun-12,75
CS3747,12-Sep-11,40
CS5838,07-Mar-12,101
CS5004,27-Feb-12,102
CS1264,03-Nov-13,95
CS1646,25-Dec-11,59
CS6030,15-Mar-14,84
CS4427,09-Mar-14,103
CS4849,26-Sep-13,60
CS5480,03-Aug-13,72
CS1451,02-Aug-12,44
CS1466,01-Nov-14,52
CS3238,20-Mar-13,85
CS1761,27-Nov-11,82
CS4789,11-Jul-12,73
CS5725,02-May-13,86
CS3710,06-May-12,79
CS3811,10-Jun-14,100
CS5502,06-Sep-11,63
CS5510,22-Dec-12,57
CS4960,08-Oct-13,72
CS3620,30-Nov-14,86
CS1764,30-Jan-14,56
CS4347,04-Nov-13,97
CS3014,24-Nov-12,95
CS2766,21-Jan-13,74
CS5836,04-Jun-12,105
CS1239,18-Sep-12,58
CS5592,09-Mar-14,42
CS5561,29-Oct-11,84
CS5961,19-Jul-11,80
CS3646,23-Jan-12,62
CS1314,19-Jun-12,93
CS2267,22-Dec-13,104
CS5524,31-Jul-13,86
CS5095,27-Feb-13,87
CS2052,04-Jun-11,94
CS3531,16-Sep-13,79
CS4838,27-Oct-14,65
CS4659,13-Oct-13,95
CS4707,05-Jul-13,85
CS3264,16-Apr-12,43
CS4320,23-Dec-13,93
CS2047,30-Jan-12,70
CS4836,28-Dec-14,93
CS5243,31-Jan-14,46
CS2238,29-Jul-11,85
CS6030,06-Aug-12,71
CS4082,20-Apr-12,83
CS3468,12-Dec-12,58
CS3069,06-Jul-13,58
CS5834,14-Mar-14,64
CS2384,16-Jul-11,79
CS3533,17-Aug-14,67
CS5622,30-Apr-14,62
CS4034,02-Feb-14,38
CS4822,16-Apr-14,94
CS5341,23-Feb-12,46
CS1771,06-Aug-12,72
CS2055,10-Sep-14,50
CS1997,04-Jun-14,41
CS5163,11-Jul-12,45
CS1585,08-Mar-12,53
CS1640,09-Jul-12,88
CS1461,14-Apr-14,79
CS5851,21-Nov-14,45
CS5578,13-Aug-14,67
CS4770,20-Feb-13,44
CS5741,09-Sep-14,47
CS2581,19-Dec-11,86
CS2387,10-Nov-12,99
CS1662,08-Jul-12,62
CS4053,10-Jul-13,86
CS4237,19-Oct-12,54
CS5321,24-Feb-15,77
CS3697,23-Apr-14,64
CS4136,01-Nov-13,46
CS1623,07-May-12,56
CS4532,02-Oct-12,68
CS2703,05-Jan-15,64
CS5712,06-Jun-13,77
CS1758,19-Oct-13,71
CS2377,03-Mar-14,56
CS2139,04-Dec-12,73
CS6062,27-Jul-12,62
CS5625,14-Aug-13,99
CS2399,01-Sep-12,74
CS4741,07-Jan-14,94
CS2531,30-Jul-11,51
CS4982,14-Jun-14,45
CS1404,13-Mar-13,67
CS4737,03-Jun-13,98
CS1867,10-Jan-12,50
CS2468,27-Feb-15,101
CS2714,02-Sep-12,80
CS2707,13-Aug-11,98
CS2056,26-Apr-14,53
CS4413,15-Nov-12,93
CS1689,30-Jun-14,47
CS4847,05-Nov-14,61
CS1647,02-Jul-14,99
CS5158,14-May-14,49
CS2739,30-Aug-14,74
CS2791,18-Nov-11,104
CS1832,22-Feb-13,88
CS2739,29-Nov-13,46
CS4631,03-Jan-12,91
CS1579,28-Sep-13,87
CS5745,04-Jan-15,100
CS2365,10-Jun-13,55
CS6073,18-Dec-12,87
CS4843,29-May-13,73
CS4096,20-Feb-15,45
CS4465,30-Apr-12,96
CS3172,01-Dec-11,35
CS3592,04-Oct-14,74
CS3322,22-May-14,62
CS4279,20-Aug-12,102
CS1736,23-Dec-14,53
CS4662,25-Aug-13,50
CS3571,18-Feb-13,76
CS4331,24-Jun-13,69
CS5367,16-Jan-12,86
CS5004,07-Jul-12,92
CS2303,16-May-11,74
CS4167,03-Aug-13,43
CS1419,23-Aug-13,37
CS2290,19-Nov-12,91
CS3218,25-Aug-12,40
CS3822,20-Feb-12,96
CS4561,17-Dec-11,44
CS4681,20-Oct-11,67
CS1647,28-Feb-15,36
CS3099,26-Oct-14,64
CS5556,17-Mar-12,105
CS5844,22-Oct-13,52
CS6003,08-Jan-15,59
CS3185,02-Oct-11,80
CS2275,12-Dec-14,97
CS3729,25-May-14,79
CS5587,06-Jun-12,71
CS5604,11-Feb-13,52
CS4402,29-Nov-11,49
CS1192,13-Jul-12,86
CS2122,26-Oct-14,36
CS4411,31-May-12,67
CS2982,28-Jul-14,79
CS2641,21-Jul-13,78
CS4025,11-Jan-12,61
CS1868,22-Jan-14,78
CS5128,08-Dec-13,97
CS4735,28-Nov-12,47
CS3783,05-Feb-15,101
CS1616,02-Jan-12,43
CS2155,08-Apr-12,37
CS5823,01-Mar-12,55
CS1968,25-Apr-13,41
CS3493,04-Sep-13,64
CS6106,19-Aug-13,61
CS3182,19-Sep-14,40
CS2767,11-Sep-14,84
CS3741,07-Aug-14,79
CS1813,31-Aug-12,66
CS1582,30-Nov-13,105
CS1234,09-Jun-11,70
CS5081,07-Feb-14,87
CS4384,30-Aug-11,97
CS5673,01-May-13,69
CS2727,04-Dec-11,75
CS5403,09-Dec-11,65
CS3581,20-Nov-12,76
CS3688,03-Nov-14,75
CS1949,15-Nov-11,99
CS4426,08-Oct-14,44
CS2020,27-Aug-12,83
CS3436,18-Sep-14,61
CS2458,11-Aug-14,69
CS3914,28-Dec-14,73
CS6082,08-Nov-13,57
CS5822,20-Jun-12,77
CS3213,08-Dec-12,79
CS1808,14-Sep-11,38
CS5714,25-Feb-13,47
CS4883,08-Dec-12,38
CS2752,10-Aug-11,51
CS1342,21-Sep-14,94
CS1527,24-Jan-13,56
CS2871,31-Oct-13,58
CS3970,24-Aug-11,84
CS4712,21-Nov-11,102
CS4456,09-Aug-12,104
CS4382,20-Mar-12,105
CS3699,10-Jun-11,47
CS3892,25-Mar-12,105
CS3971,08-Aug-14,56
CS4034,03-Nov-14,69
CS2961,10-Jun-13,77
CS2758,04-Apr-13,59
CS2964,23-Jun-14,92
CS3889,23-Jan-13,80
CS3465,16-Feb-12,82
CS4661,03-Mar-15,35
CS5677,27-Feb-15,104
CS2536,29-Mar-14,83
CS5501,23-Aug-12,81
CS3808,11-Oct-12,58
CS5810,23-Nov-13,66
CS2848,06-Oct-13,39
CS5962,03-Jun-12,44
CS3685,28-Feb-13,89
CS3094,22-May-13,99
CS5084,07-Jan-14,50
CS5361,21-Dec-12,101
CS2657,11-Jun-11,72
CS5637,31-Dec-13,100
CS1898,20-May-12,85
CS2945,08-Mar-15,40
CS1695,03-Nov-13,44
CS4641,27-Jun-12,84
CS4070,07-Mar-13,40
CS1226,28-Dec-12,56
CS2442,07-Nov-13,77
CS4303,25-May-14,42
CS3702,22-Dec-13,56
CS5265,22-Jun-11,62
CS3426,26-May-13,57
CS2578,29-Jul-13,71
CS4317,31-Dec-12,76
CS3143,07-Dec-11,47
CS3792,10-Jun-14,94
CS2805,09-Sep-12,50
CS5661,19-May-14,38
CS2129,11-Jun-12,40
CS4897,28-Dec-12,93
CS5980,17-Sep-14,53
CS5405,18-Jan-13,93
CS2355,06-Jan-12,104
CS2218,28-Feb-12,38
CS3132,21-Oct-12,67
CS2511,05-Dec-11,73
CS1707,14-Sep-12,88
CS2739,30-Jan-12,93
CS3094,17-Nov-11,73
CS1821,01-Aug-14,37
CS3148,05-Nov-11,82
CS2784,29-May-12,47
CS2442,20-Nov-12,37
CS4909,12-Jul-12,41
CS4363,04-Jan-13,53
CS2828,24-Sep-12,48
CS3869,21-Sep-12,72
CS1528,26-Sep-11,50
CS3762,13-Feb-12,50
CS4633,16-Jan-12,88
CS2041,25-Oct-12,82
CS4687,10-May-14,64
CS5044,26-May-13,59
CS2318,24-Jul-11,78
CS2095,06-Dec-13,78
CS5655,07-Jun-11,63
CS4003,28-Aug-12,44
CS2709,17-Nov-12,41
CS3280,02-Jan-13,77
CS3267,01-Feb-14,52
CS5384,22-Oct-14,70
CS2638,12-Nov-11,97
CS5267,24-Apr-13,46
CS1465,19-Mar-14,46
CS5535,16-Apr-12,46
CS6003,15-Mar-14,85
CS5473,12-Jun-14,89
CS5616,15-Aug-14,51
CS2621,06-Jan-15,36
CS3186,01-Feb-14,68
CS6067,12-Apr-14,104
CS5391,09-Jan-13,74
CS4134,18-Jun-13,88
CS4251,07-Sep-13,54
CS5638,15-Jan-14,100
CS3065,22-May-14,38
CS4934,23-Aug-14,91
CS4150,28-Jan-13,64
CS2945,30-Jul-14,41
CS3577,25-Feb-15,35
CS3108,24-Feb-14,89
CS3714,14-Sep-13,81
CS4923,15-Jul-14,46
CS4905,02-Jun-13,96
CS5740,30-Apr-12,97
CS2754,24-Sep-12,65
CS1789,22-Oct-14,63
CS1793,09-Apr-14,38
CS5010,17-Apr-12,51
CS1433,02-Jan-13,35
CS3359,22-Jan-13,71
CS2339,01-Oct-11,63
CS3630,23-Feb-15,62
CS3563,04-May-13,45
CS5549,04-Nov-13,96
CS4459,23-May-14,65
CS4966,18-Sep-14,88
CS4374,18-Sep-12,87
CS5749,04-Nov-13,54
CS5722,06-Sep-12,90
CS6082,03-Mar-12,63
CS4429,20-Jul-13,55
CS2666,20-Nov-12,59
CS4433,04-Dec-13,61
CS1580,06-Feb-13,78
CS4577,23-Jan-15,96
CS4193,10-Oct-14,92
CS5247,05-Jul-11,96
CS2853,01-Dec-11,36
CS2174,03-Dec-11,85
CS4727,21-Mar-12,69
CS1975,06-May-13,58
CS1321,14-Oct-11,57
CS5270,31-Aug-12,47
CS3204,11-Aug-13,48
CS4001,05-Feb-15,69
CS1269,24-Dec-12,59
CS2418,03-Oct-12,78
CS4414,31-May-11,83
CS1950,07-Dec-13,93
CS5045,09-Dec-11,85
CS5282,14-Nov-14,58
CS1921,18-Sep-13,78
CS5583,12-Feb-15,79
CS4661,08-Sep-14,67
CS3350,02-Sep-12,79
CS2723,31-Jul-12,73
CS4450,31-Jan-14,61
CS5606,03-Oct-14,92
CS2851,09-Nov-12,97
CS5256,14-Jun-13,92
CS6037,31-Aug-12,40
CS5257,04-May-14,67
CS5733,12-Apr-12,101
CS1588,08-Nov-13,86
CS1325,21-Oct-11,102
CS5826,01-Nov-11,51
CS3226,20-Jul-14,60
CS2177,13-Mar-13,68
CS1879,20-Oct-14,71
CS1787,08-Aug-14,38
CS2258,20-Apr-12,61
CS3658,24-Aug-12,105
CS3213,15-May-13,39
CS4560,24-Apr-12,37
CS3899,26-Jan-15,66
CS3944,08-Mar-14,105
CS2485,18-Jul-13,48
CS1981,31-May-12,90
CS3518,02-Aug-14,78
CS6004,18-Mar-14,82
CS5543,19-Jan-14,94
CS5431,22-Oct-12,73
CS3411,03-Dec-12,96
CS5590,04-Dec-13,78
CS2400,01-Apr-14,100
CS3718,22-Jun-13,85
CS3643,19-Oct-14,69
CS3986,06-Dec-13,78
CS1380,28-Aug-11,98
CS1541,24-Jul-12,72
CS5969,06-Mar-15,85
CS3269,09-Jun-11,93
CS5136,05-Aug-12,94
CS4288,15-Jul-11,50
CS5444,21-Dec-12,69
CS2939,12-Feb-13,54
CS2084,02-Oct-13,46
CS3872,12-Nov-12,89
CS4787,14-Jan-13,44
CS5025,26-Mar-14,97
CS5031,26-Oct-12,81
CS3677,20-Aug-11,78
CS4080,17-Dec-11,49
CS4579,25-Feb-12,96
CS1222,17-Apr-14,54
CS4598,04-Dec-13,37
CS2835,24-Apr-13,63
CS5172,19-Nov-13,81
CS4836,26-Dec-12,104
CS4430,14-Sep-14,104
CS5977,10-Jun-11,44
CS2198,04-Oct-14,96
CS5759,07-Jan-15,35
CS4125,02-May-12,60
CS5594,26-Jan-12,93
CS5020,23-Apr-13,51
CS1298,06-Dec-13,66
CS2719,23-Oct-12,43
CS3224,09-Nov-11,36
CS4286,10-Apr-12,73
CS2637,21-May-13,95
CS2380,04-Nov-13,44
CS1295,10-Jan-12,53
CS1340,28-Apr-13,81
CS2124,07-Feb-13,70
CS2916,16-Sep-13,54
CS1982,23-Jan-13,74
CS2610,20-Aug-14,77
CS4951,11-Jun-12,104
CS2915,15-Jun-14,88
CS3470,07-Mar-14,56
CS1367,15-Jan-13,95
CS2739,30-May-12,105
CS4168,15-Jul-14,86
CS5547,22-Aug-14,105
CS4397,14-Jun-11,80
CS5975,31-Mar-13,77
CS2194,19-Feb-14,62
CS1953,02-Dec-11,58
CS1969,26-Jul-14,102
CS4428,18-Mar-14,39
CS2531,08-Aug-12,89
CS3713,17-May-11,99
CS3498,21-Jul-13,77
CS4939,27-Feb-14,91
CS3619,12-Mar-15,57
CS4157,02-Jun-11,79
CS2522,23-Jun-12,58
CS2813,15-Jul-12,47
CS3776,02-Apr-12,85
CS5773,23-Jun-13,45
CS3645,18-Jul-12,95
CS5059,08-Feb-12,86
CS5019,17-Jul-11,47
CS3711,24-Jan-14,90
CS6041,04-Mar-12,47
CS2910,22-Jun-11,55
CS2135,17-Jan-13,103
CS1821,30-Apr-14,89
CS1676,28-Aug-13,105
CS1244,12-Nov-11,70
CS1427,01-Dec-13,91
CS3669,20-Dec-11,91
CS1448,13-Aug-11,102
CS2466,24-Jun-13,104
CS1528,13-Mar-15,40
CS5115,18-Nov-14,92
CS2161,21-Oct-14,47
CS2579,02-Mar-15,79
CS1711,16-Jan-12,65
CS2432,27-Sep-12,52
CS2783,14-May-14,74
CS5460,31-Dec-12,46
CS3036,14-May-12,47
CS3114,06-May-13,36
CS1283,19-Jan-15,82
CS5332,24-May-11,102
CS4376,13-Oct-12,92
CS3144,06-Apr-12,38
CS3676,26-Mar-12,43
CS3028,23-Aug-12,86
CS2115,15-May-13,101
CS1419,14-Nov-13,39
CS2261,25-Apr-12,83
CS4294,17-Apr-12,39
CS3120,25-Mar-13,80
CS4870,20-Jul-11,46
CS5350,03-Feb-14,75
CS2589,14-May-14,60
CS1843,02-Nov-12,63
CS1345,13-Nov-13,43
CS2178,27-Sep-14,58
CS4178,17-Dec-12,56
CS1323,27-Dec-13,46
CS4702,11-Mar-12,50
CS6030,05-Sep-14,56
CS3520,28-Sep-11,38
CS3989,27-Jan-15,39
CS2464,29-Jul-12,71
CS3774,23-Sep-11,105
CS1344,10-Jul-13,53
CS4602,09-Dec-13,90
CS4787,28-Jan-12,84
CS5902,30-Nov-12,38
CS4123,27-Dec-13,39
CS4098,11-Mar-13,89
CS3685,19-Aug-11,50
CS4897,17-Jul-11,58
CS2049,03-Aug-12,94
CS2496,10-May-12,95
CS2902,23-Dec-13,71
CS4236,15-Nov-12,53
CS3411,04-Aug-11,83
CS2655,22-Mar-13,68
CS3703,30-Apr-13,53
CS5354,15-Sep-12,96
CS1760,13-Jan-15,61
CS4014,09-Feb-12,102
CS2858,25-Oct-12,56
CS2998,25-Oct-11,83
CS2057,02-Feb-12,43
CS5742,23-Oct-13,65
CS2353,27-Apr-12,60
CS2877,17-Aug-14,77
CS4461,23-Mar-13,52
CS3291,01-Jun-14,86
CS2005,05-Nov-11,46
CS4322,08-May-13,85
CS2420,06-Mar-12,102
CS5697,02-Jan-12,57
CS6059,30-Apr-14,96
CS2669,27-Jan-14,94
CS3019,27-Jan-13,84
CS5892,29-Jun-14,88
CS5181,27-Mar-14,66
CS2185,10-Jan-14,65
CS3285,29-Aug-12,73
CS4237,04-Aug-12,56
CS5527,06-Apr-14,70
CS3530,15-Nov-12,55
CS2146,03-Jun-14,76
CS5952,21-Jun-13,69
CS5720,12-Feb-12,86
CS5251,03-Oct-12,38
CS2595,12-May-13,89
CS5159,21-Dec-11,54
CS1907,14-Jan-15,51
CS1612,03-Dec-13,74
CS2739,15-Jul-12,36
CS4577,10-Oct-14,103
CS1962,23-Nov-12,83
CS1969,26-Aug-11,93
CS4510,10-Jul-12,63
CS3579,16-Dec-13,67
CS2869,28-Jan-15,35
CS1397,21-Jun-12,92
CS2058,17-Nov-12,60
CS5659,08-Sep-14,94
CS4535,04-Jan-15,44
CS2052,05-Sep-11,87
CS3534,12-Aug-11,94
CS3452,08-May-12,44
CS5794,11-Nov-13,38
CS3090,05-May-14,63
CS4761,23-Jun-11,100
CS1464,24-Sep-13,83
CS3505,13-Apr-14,37
CS4686,03-Dec-12,86
CS5622,19-Dec-11,99
CS2304,07-Dec-11,37
CS4969,16-Dec-11,69
CS3080,29-Jul-12,45
CS5333,29-May-11,91
CS3202,24-Feb-12,93
CS2193,21-Jan-12,71
CS3627,29-Jul-13,69
CS2783,05-Nov-11,101
CS1912,14-Mar-15,42
CS4303,13-Dec-14,49
CS4115,16-Jan-14,88
CS6077,31-Jan-12,70
CS2712,15-Mar-12,54
CS4121,17-Dec-12,77
CS5600,10-Dec-11,41
CS5074,14-Sep-14,47
CS5193,01-Dec-11,94
CS3452,02-Jan-12,82
CS2687,20-Mar-14,50
CS5238,31-Mar-14,54
CS5271,31-Jul-11,100
CS4237,26-Aug-11,39
CS2403,06-Aug-12,74
CS4732,17-Feb-14,38
CS4220,16-Dec-13,50
CS4557,13-Aug-11,102
CS5246,24-Aug-11,35
CS3671,04-Nov-11,79
CS3026,28-Jun-14,87
CS1738,30-Nov-14,45
CS3262,27-Dec-14,40
CS4891,25-Oct-14,49
CS3274,20-Dec-11,58
CS2903,29-Oct-12,89
CS1323,05-Jun-12,59
CS3350,19-Sep-13,100
CS5549,18-Feb-14,68
CS1569,20-Feb-13,48
CS4730,25-Jan-12,104
CS4563,13-Feb-13,55
CS2650,07-May-14,49
CS3920,14-Jan-15,70
CS4194,17-Sep-11,80
CS5603,28-Jan-14,86
CS3853,21-May-14,65
CS2515,25-Apr-14,52
CS5878,13-Aug-11,85
CS3719,08-Mar-13,72
CS1342,20-Jun-11,84
CS3947,15-Dec-13,77
CS4230,22-Nov-14,40
CS4997,11-Sep-13,104
CS1554,26-Oct-14,78
CS1640,06-Apr-14,75
CS1651,16-Sep-11,98
CS2017,06-Aug-11,52
CS2922,21-May-11,82
CS5435,12-Sep-14,85
CS2824,18-Aug-14,81
CS3842,13-Oct-13,80
CS3429,16-Oct-12,93
CS1979,12-May-13,100
CS1775,22-Nov-12,39
CS4450,26-Jun-11,95
CS5117,29-Nov-12,66
CS5542,06-May-13,44
CS3284,22-Sep-13,84
CS2563,23-Aug-13,68
CS5737,01-May-12,55
CS4909,10-Nov-12,57
CS1695,10-Mar-13,86
CS5185,30-Sep-11,46
CS4007,23-Aug-11,42
CS2982,10-Aug-13,84
CS1913,06-Jul-12,63
CS3235,12-Aug-13,51
CS5774,12-Dec-12,39
CS3059,17-May-11,60
CS1636,21-Oct-13,66
CS1173,18-Mar-13,60
CS4894,27-Nov-14,39
CS2930,27-Jan-15,43
CS2527,07-Mar-14,53
CS4724,17-Jul-14,95
CS4752,11-Mar-13,39
CS5356,19-Apr-13,42
CS2752,12-Aug-12,59
CS1752,04-May-12,103
CS1364,13-Mar-14,76
CS5658,17-Dec-14,48
CS4314,07-Mar-14,88
CS1293,05-Apr-14,87
CS1272,27-Feb-15,77
CS1193,07-Dec-11,80
CS6005,07-Jul-12,35
CS4290,12-Jan-13,74
CS2730,07-Jun-12,104
CS2721,21-Aug-14,47
CS5860,30-Aug-12,77
CS1115,19-Jan-13,94
CS4948,14-Nov-13,102
CS4190,11-Jul-13,68
CS2817,27-Sep-13,40
CS1385,17-Oct-13,60
CS4006,08-Apr-13,43
CS1963,04-Feb-14,99
CS3031,26-Jul-13,76
CS4928,25-Jan-14,67
CS4449,16-Jan-14,37
CS3638,17-Dec-12,66
CS2083,18-Sep-13,38
CS2628,19-Oct-13,84
CS5663,29-Jan-13,90
CS1261,09-Jun-12,103
CS2238,23-Oct-12,79
CS5620,20-Jan-14,96
CS4122,20-Feb-14,41
CS3274,19-Jan-12,80
CS1903,02-Nov-14,41
CS1959,05-Jan-14,76
CS2238,15-Sep-12,83
CS3939,29-May-12,81
CS2742,14-Nov-14,68
CS3325,02-Aug-12,96
CS1139,23-Dec-12,95
CS5013,30-Dec-13,84
CS1459,29-Oct-13,67
CS1480,10-Sep-11,102
CS2349,25-Aug-12,103
CS3778,15-Oct-11,84
CS2565,01-Sep-14,89
CS3196,19-Dec-14,54
CS5767,07-Oct-13,72
CS5229,27-Feb-12,96
CS4392,02-Feb-13,51
CS3764,06-Oct-12,36
CS5248,08-Feb-14,61
CS4301,11-Nov-13,90
CS1568,26-Jun-11,82
CS2227,03-Jun-14,43
CS5083,27-Sep-11,75
CS2826,25-Oct-14,88
CS5969,27-Apr-12,38
CS3258,05-Aug-14,59
CS5361,18-Sep-13,44
CS1134,25-Sep-14,78
CS4049,25-Oct-14,79
CS2825,11-Oct-11,43
CS1469,18-Jan-12,78
CS2150,30-Oct-12,83
CS2972,14-Jan-14,103
CS6060,24-Nov-11,80
CS2958,26-Oct-14,62
CS6066,17-Oct-12,42
CS2270,04-May-12,57
CS1956,18-Jan-12,42
CS1995,03-Jun-13,90
CS1284,16-Nov-11,103
CS5728,16-Mar-14,43
CS6093,08-Sep-14,59
CS4431,22-Dec-13,77
CS2882,25-Jul-14,69
CS5352,13-Aug-14,35
CS3536,09-Sep-14,93
CS3428,24-Jul-12,58
CS4218,14-Aug-11,79
CS3187,10-Dec-13,84
CS3509,26-Dec-13,94
CS3840,03-Jul-14,48
CS2665,30-Nov-12,86
CS1247,22-Dec-13,59
CS3199,13-Jun-12,49
CS2905,11-Dec-14,84
CS3966,09-Apr-12,81
CS3452,19-Nov-14,62
CS4356,02-Jun-13,97
CS5788,18-Aug-14,37
CS5975,04-Mar-15,85
CS5371,16-Aug-12,36
CS2794,10-Jul-13,58
CS3142,08-May-13,101
CS1871,30-Jun-13,79
CS2986,27-Dec-11,51
CS3426,21-Mar-14,81
CS1293,17-Oct-14,60
CS3833,01-Jul-12,82
CS2052,12-Apr-14,80
CS5745,07-May-13,93
CS4888,15-May-14,98
CS3150,20-Jul-12,88
CS5993,27-Aug-13,101
CS5563,01-Nov-11,59
CS4849,03-May-12,105
CS5934,14-May-12,104
CS2963,18-Jun-11,47
CS5217,14-Dec-11,102
CS2640,14-Jan-13,105
CS3713,17-Jan-15,40
CS5573,02-Jul-12,72
CS1439,14-Jun-12,105
CS4920,11-Dec-12,38
CS2276,09-May-12,83
CS1409,04-Jul-14,42
CS4178,07-Jul-14,67
CS5008,04-Sep-12,41
CS4089,15-Oct-14,81
CS3966,26-Feb-12,78
CS3058,28-Jun-11,87
CS4761,24-May-13,37
CS5489,08-Jul-13,90
CS4903,06-Feb-14,51
CS6093,03-Oct-12,77
CS5463,24-Jun-11,43
CS1602,10-Oct-14,99
CS4255,03-Jul-13,104
CS4821,19-Jul-13,59
CS2341,18-Feb-15,42
CS5095,18-May-14,93
CS1706,15-Oct-11,79
CS5728,20-Apr-13,36
CS5640,03-Aug-13,78
CS1141,17-Oct-13,78
CS6078,08-Sep-11,56
CS4858,15-May-14,37
CS1658,28-Nov-13,39
CS5102,01-Jul-13,52
CS4415,18-Apr-14,82
CS5061,03-Jul-11,47
CS3477,15-May-14,52
CS3770,29-Nov-14,74
CS5539,13-Dec-12,82
CS2540,07-Jun-13,102
CS5183,12-Mar-15,70
CS4900,24-Apr-13,87
CS1447,30-Aug-12,80
CS2006,21-May-13,59
CS4763,28-Feb-12,40
CS1996,25-Nov-13,100
CS1812,22-Nov-13,83
CS4046,30-Sep-12,46
CS3492,15-Apr-14,95
CS2567,14-Aug-11,77
CS4663,02-Jul-11,73
CS4779,16-Apr-13,48
CS2995,05-Feb-15,79
CS3893,09-Feb-13,92
CS3746,13-Mar-12,89
CS3311,26-Nov-11,41
CS2205,26-Jan-13,37
CS3589,28-Jun-11,81
CS5067,10-Dec-12,38
CS1871,23-Aug-13,37
CS5369,30-Nov-11,94
